tweet,stemming,label
"Presiden menjelaskan mengenai pembangunan ibu kota negara (IKN) Nusantara yang akan dikerjakan oleh pemerintah.

Rr. Ayu Maulida Putri, Puteri Indonesia 2020 asal Jawa Timur misalnya, mengatakan bahwa pembangunan IKN membuatnya merasa bangga sekaligus bahagia. https://t.co/GobvgHh72D","['presiden', 'bangun', 'kota', 'negara', 'ikn', 'nusantara', 'perintah', 'rr', 'ayu', 'maulida', 'putri', 'puter', 'indonesia', 'jawa', 'timur', 'bangun', 'ikn', 'buat', 'bangga', 'bahagia']",1.0
"Presiden Joko Widodo (Jokowi) mengungkapkan, pembangunan Ibu Kota Negara (IKN) Nusantara di Kalimantan Timur akan menunjukkan kebesaran bangsa Indonesia.

https://t.co/MvIwyvGl9w @jokowi","['presiden', 'joko', 'widodo', 'jokowi', 'bangun', 'kota', 'negara', 'ikn', 'nusantara', 'kalimantan', 'timur', 'besar', 'bangsa', 'indonesia']",1.0
"Siapkan Pembangunan Ibu Kota Negara, Pemerintah Susun Rencana Kerja dan Pastikan Status Kawasan Inti dan Pengembangan IKN Clean and Clear.

Berita selengkapnya kunjungi https://t.co/thtghDOPTd https://t.co/LV1ARCXjD9","['siap', 'bangun', 'kota', 'negara', 'perintah', 'susun', 'rencana', 'pasti', 'status', 'kawasan', 'inti', 'kembang', 'ikn', 'clean', 'clear', 'berita', 'lengkap', 'kunjung']",1.0
"Saat menghadiri diskusi interaktif membahas Ibu Kota Negara (IKN), Menteri Pekerjaan Umum dan Perumahan Rakyat Basuki Hadimuljono kembali menunjukkan ponselnya yang hanya mendukung komunikasi telepon dan SMS (Short Message Service). #IKN https://t.co/4ghZXZ7yvU","['hadir', 'diskusi', 'interaktif', 'bahas', 'kota', 'negara', 'ikn', 'menteri', 'kerja', 'rumah', 'rakyat', 'basuki', 'hadimuljono', 'ponselnya', 'dukung', 'komunikasi', 'telepon', 'sms', 'short', 'message', 'service']",1.0
Ibu Kota Negara (IKN) baru bernama Nusantara di Kalimantan Timur akan menjadi sumber perekonomian baru. Banyak lowongan kerja bakal tercipta. Ini daftar lengkapnya!  https://t.co/Th3LeoYvD9,"['kota', 'negara', 'ikn', 'nama', 'nusantara', 'kalimantan', 'timur', 'sumber', 'ekonomi', 'lowong', 'cipta', 'daftar', 'lengkap']",1.0
"Konsep Anies Baswedan meresapkan air ke tanah sebagai salah satu strategi mengatasi banjir di Jakarta, ternyata dipakai di ibu kota negara (IKN) Nusantara. #TopNews https://t.co/VIdY6KC1b8 https://t.co/1Z8Waq7A21","['konsep', 'anies', 'baswedan', 'resap', 'air', 'tanah', 'salah', 'strategi', 'atas', 'banjir', 'jakarta', 'pakai', 'kota', 'negara', 'ikn', 'nusantara']",1.0
"Salah satu tujuan memindahkan ibu kota negara adalah mengurangi kesenjangan antarwilayah di Indonesia. Pemerintah daerah di Kalimantan Timur menyampaikan sejumlah usulan agar tak ada pembangunan yang timpang ketika IKN dibangun. #Nusantara #AdadiKompas

https://t.co/SqFdSDLJkr","['salah', 'tuju', 'pindah', 'kota', 'negara', 'kurang', 'senjang', 'antarwilayah', 'indonesia', 'perintah', 'daerah', 'kalimantan', 'timur', 'usul', 'bangun', 'timpang', 'ikn', 'bangun']",1.0
Presiden @jokowi mengatakan bahwa Kepala Otorita Ibu Kota Nusantara (IKN) akan segera diumumkan dalam waktu dekat. Kepala Negara juga memastikan bahwa Kepala Otorita IKN akan dijabat oleh seseorang dari kalangan non-partai politik. https://t.co/jq0rtCcjF6,"['presiden', 'kepala', 'otorita', 'kota', 'nusantara', 'ikn', 'umum', 'kepala', 'negara', 'kepala', 'otorita', 'ikn', 'jabat', 'kalang', 'nonpartai', 'politik']",1.0
"[KAJIAN NASIONAL IKN]

Hallo Warga Indonesia

Pemindahan ibu kota negara republik indonesia menjadi perbincangan hangat di kalangan masyarakat. 

Presiden Indonesia Jokowi menargetkan proses pembangunan dan pemindahan ibu kota akan selesai sebelum 16 Agustus 2024. https://t.co/jwePHp3AiF","['kaji', 'nasional', 'ikn', 'warga', 'indonesia', 'pindah', 'kota', 'negara', 'republik', 'indonesia', 'bincang', 'hangat', 'kalang', 'masyarakat', 'presiden', 'indonesia', 'jokowi', 'target', 'proses', 'bangun', 'pindah', 'kota', 'selesai', 'agustus']",1.0
"Presiden @jokowi menerima kunjungan para finalis Puteri Indonesia tahun 2022.  Presiden Jokowi antara lain menjelaskan mengenai pembangunan ibu kota negara (IKN) Nusantara yang akan dikerjakan oleh pemerintah.

@jokowi Gaspol infrastruktur https://t.co/RTFK4C4JQB","['presiden', 'terima', 'kunjung', 'final', 'puter', 'indonesia', 'presiden', 'jokowi', 'bangun', 'kota', 'negara', 'ikn', 'nusantara', 'perintah', 'gaspol', 'infrastruktur']",1.0
"KSP Moeldoko menegaskan pembangunan Ibu Kota Negara (IKN) Nusantara dipersembahkan untuk seluruh masyarakat Indonesia, bukan untuk kepentingan kelompok atau golongan tertentu.

Jelas, IKN dibangun untuk kepentingan bangsa dan negara.

KSP Moeldoko https://t.co/wM0DO2h0KN","['moeldoko', 'bangun', 'kota', 'negara', 'ikn', 'nusantara', 'sembah', 'masyarakat', 'indonesia', 'penting', 'kelompok', 'golong', 'ikn', 'bangun', 'penting', 'bangsa', 'negara', 'moeldoko']",1.0
"Dalam pertemuan tersebut, Presiden Jokowi antara lain menjelaskan mengenai pembangunan ibu kota negara (IKN) Nusantara yang akan dikerjakan oleh pemerintah. https://t.co/zGFKtCre9J","['temu', 'presiden', 'jokowi', 'bangun', 'kota', 'negara', 'ikn', 'nusantara', 'perintah']",1.0
"@ABSetyono @jokowi @kemkominfo @PlateJohnny ""Pembangunan Ibu Kota Negara (IKN) di Kalimantan Timur akan mengedepankan konsep yang ramah lingkungan."" 

         ~ Presiden RI @jokowi ~

@kemkominfo 
@PlateJohnny","['bangun', 'kota', 'negara', 'ikn', 'kalimantan', 'timur', 'depan', 'konsep', 'ramah', 'lingkung', 'presiden', 'ri']",1.0
"3. Dengan tema “Urgensi Pemindahan Ibu Kota Negara”, kegiatan webinar ini akan membahas serba-serbi tentang Ibu Kota Negara (IKN) baru bagi para ASN. Bagaimana caranya?","['tema', 'urgensi', 'pindah', 'kota', 'negara', 'giat', 'webinar', 'bahas', 'serbaserbi', 'kota', 'negara', 'ikn']",1.0
"termasuk mengenai pembangunan ibu kota negara (IKN) Nusantara. Ia pun mendukung upaya pemerintah dalam membangun IKN tersebut.

""Kita mendukung semua program-programnya Pak Jokowi, terutama program yang ada di Kalimantan, membuat ibu kota baru. https://t.co/Aj440JU4RM","['bangun', 'kota', 'negara', 'ikn', 'nusantara', 'dukung', 'upaya', 'perintah', 'bangun', 'ikn', 'dukung', 'programprogramnya', 'jokowi', 'program', 'kalimantan', 'kota']",1.0
Presiden Jokowi berencana berkemah di lokasi Ibu Kota Negara (IKN) Nusantara https://t.co/DoPLN6baM6,"['presiden', 'jokowi', 'rencana', 'kemah', 'lokasi', 'kota', 'negara', 'ikn', 'nusantara']",1.0
Sosok Bambang Susantono kini mulai diperbincangkan sebagai salah satu calon Kepala Badan Otorita Ibu Kota Negara (IKN). &gt; #Nasional #JernihkanHarapan https://t.co/lBlXBulIVs,"['sosok', 'bambang', 'susantono', 'bincang', 'salah', 'calon', 'kepala', 'badan', 'otorita', 'kota', 'negara', 'ikn']",1.0
"Menteri Pekerjaan Umum dan Perumahan Rakyat (PUPR) Basuki Hadimuljono mengatakan perkantoran di pusat pemerintahan Ibu Kota Negara atau IKN Nusantara mengusung konsep walkability city.
https://t.co/xYfTsHUxYs https://t.co/bMZekA0pfh","['menteri', 'kerja', 'rumah', 'rakyat', 'pupr', 'basuki', 'hadimuljono', 'kantor', 'pusat', 'perintah', 'kota', 'negara', 'ikn', 'nusantara', 'usung', 'konsep', 'walkability', 'city']",1.0
"@republikaonline Emang masalah klo DKI punya uang dan menggunakannya ? 
Yang MASALAH itu IKN, negara sedang banyak hutang masih aja ngotot NGUTANG lagi bahkan MEMERAS rakyat untuk ikut BPJS demi membuat Ibu Kota Baru .. ini yg patut di sesalkan...

#TumbangkanPDIPdiSemuaDaerah","['dki', 'uang', 'guna', 'ikn', 'negara', 'hutang', 'ngotot', 'ngutang', 'peras', 'rakyat', 'bpjs', 'kota', 'patut', 'sesal']",0.0
"Seniman senior lainnya, Ida Royani, menambahkan bahwa Presiden Jokowi juga turut menjelaskan sejumlah program pemerintahannya, termasuk mengenai pembangunan ibu kota negara (IKN) Nusantara. Ia pun mendukung upaya pemerintah dalam membangun IKN tersebut. https://t.co/wGq2udD0dD","['seniman', 'senior', 'ida', 'royan', 'presiden', 'jokowi', 'program', 'perintah', 'bangun', 'kota', 'negara', 'ikn', 'nusantara', 'dukung', 'upaya', 'perintah', 'bangun', 'ikn']",1.0
Ibu Kota  Negara  (IKN) Baru Bukan Untuk Rakyat Tapi Proyek Oligarki Kap... https://t.co/lyTsxKIt0n lewat @YouTube,"['kota', 'negara', 'ikn', 'rakyat', 'proyek', 'oligarki', 'kap']",0.0
"Dalam pertemuan tersebut, Presiden Jokowi antara lain menjelaskan mengenai pembangunan ibu kota negara (IKN) Nusantara yang akan dikerjakan oleh pemerintah. https://t.co/gIIhVztlQG","['temu', 'presiden', 'jokowi', 'bangun', 'kota', 'negara', 'ikn', 'nusantara', 'perintah']",1.0
"Pemerintah memberi jaminan, bahwa sejumlah satwa akan tetap dirawat di Ibu Kota Negara (IKN) yang terletak di Kalimantan Timur.

Kekhawatiran sejumlah pihak termasuk dari luar negeri, bahwa satwa seperti orang utan akan hilang. https://t.co/LxagGmGHyk https://t.co/7r9mrZToL7","['perintah', 'jamin', 'satwa', 'rawat', 'kota', 'negara', 'ikn', 'letak', 'kalimantan', 'timur', 'khawatir', 'negeri', 'satwa', 'utan', 'hilang']",1.0
"Presiden Jokowi menerima kunjungn para finalis Puteri Indonesia thn 2022, pemenang Puteri Indonesia thn 2020 diIstana Kepresidenan Bogor Rabu 23 Feb 2022. Dlm pertemuan tsb, Presiden menjelaskn mengenai pembangunan ibu kota negara (IKN) Nusantara yg akan dikerjakn oleh pemerintah https://t.co/r25XAtsbN6","['presiden', 'jokowi', 'terima', 'kunjungn', 'final', 'puter', 'indonesia', 'menang', 'puter', 'indonesia', 'istana', 'presiden', 'bogor', 'rabu', 'feb', 'temu', 'presiden', 'menjelaskn', 'bangun', 'kota', 'negara', 'ikn', 'nusantara', 'dikerjakn', 'perintah']",1.0
"Kepala Staf Kepresidenan Moeldoko menjawab kritikan masyarakat terkait pemindahan Ibu Kota Negara (IKN) ke Kalimantan Timur.  #kumparanNEWS https://t.co/tksvpmEjrt

Install aplikasi kumparan, baca lebih nyaman tanpa iklan mengganggu https://t.co/jMuwOuAmqN","['kepala', 'staf', 'presiden', 'moeldoko', 'kritik', 'masyarakat', 'kait', 'pindah', 'kota', 'negara', 'ikn', 'kalimantan', 'timur', 'install', 'aplikasi', 'kumpar', 'baca', 'nyaman', 'iklan', 'ganggu']",1.0
"Ketua @DPR_RI  @puanmaharani_ri  berharap pembentukan Badan Otorita Ibu Kota Negara (IKN) Nusantara dilakukan secara seksama.
https://t.co/ySz6VrS4PV","['ketua', 'harap', 'bentuk', 'badan', 'otorita', 'kota', 'negara', 'ikn', 'nusantara', 'seksama']",1.0
"Ketua DPR RI Puan Maharani berharap pembentukan Badan Otorita Ibu Kota Negara (IKN) Nusantara dilakukan secara seksama.

https://t.co/eKjjAn8te2","['ketua', 'dpr', 'ri', 'puan', 'maharani', 'harap', 'bentuk', 'badan', 'otorita', 'kota', 'negara', 'ikn', 'nusantara', 'seksama']",1.0
"Ketua DPR RI Puan Maharani berharap pembentukan Badan Otorita Ibu Kota Negara (IKN) Nusantara dilakukan secara seksama. 
@puanmaharani_ri : ""Kepala Otorita IKN Nusantara Harus Dipercaya Publik""
https://t.co/ITEZ6VacZC","['ketua', 'dpr', 'ri', 'puan', 'maharani', 'harap', 'bentuk', 'badan', 'otorita', 'kota', 'negara', 'ikn', 'nusantara', 'seksama', 'kepala', 'otorita', 'ikn', 'nusantara', 'percaya', 'publik']",1.0
Pemerintah Arab Saudi Mulai Lirik Proyek Ibu Kota Negara (IKN) https://t.co/O2w3891Buc,"['perintah', 'arab', 'saudi', 'lirik', 'proyek', 'kota', 'negara', 'ikn']",1.0
"Sejumlah seniman senior menyampaikan dukungan untuk program pemerintah dalam membangun Ibu Kota Negara (IKN) Nusantara di Kalimantan Timur.
https://t.co/epuXqm9qTz","['seniman', 'senior', 'dukung', 'program', 'perintah', 'bangun', 'kota', 'negara', 'ikn', 'nusantara', 'kalimantan', 'timur']",1.0
"KSP menekankan Pemerintah memastikan akan melindungi orang utan dalam pembangunan Ibu Kota Negara (IKN) Nusantara di Kalimantan Timur.
https://t.co/piK6wGu9CS","['tekan', 'perintah', 'lindung', 'utan', 'bangun', 'kota', 'negara', 'ikn', 'nusantara', 'kalimantan', 'timur']",1.0
"Putri Indonesia 2020 Raden Roro Ayu Maulida Putri kian yakin menyampaikan dukungannya atas pembangunan Ibu Kota Negara (#IKN) Nusantara seusai menemui Presiden Joko Widodo (#Jokowi).
#berita #Indonesia https://t.co/lxVE7WvRzr","['putri', 'indonesia', 'raden', 'roro', 'ayu', 'maulida', 'putri', 'kian', 'dukung', 'bangun', 'kota', 'negara', 'nusantara', 'temu', 'presiden', 'joko', 'widodo']",1.0
"Presiden @Jokowi mengungkapkan, pembangunan Ibu Kota Negara (IKN) Nusantara di Kal-Tim akan menunjukkan kebesaran bangsa Indonesia. IKN Nusantara diharapkan juga akan menjadi cerminan identitas nasional yang menjamin keberlanjutan sosial hingga lingkungan.
https://t.co/ohPjOUmveS","['presiden', 'bangun', 'kota', 'negara', 'ikn', 'nusantara', 'kaltim', 'besar', 'bangsa', 'indonesia', 'ikn', 'nusantara', 'harap', 'cermin', 'identitas', 'nasional', 'jamin', 'lanjut', 'sosial', 'lingkung']",1.0
Presiden Joko Widodo menegaskan bahwa pembangunan ibu kota negara (IKN) Nusantara merupakan sebuah lompatan besar untuk melakukan transformasi menuju Indonesia Maju. IKN Nusantara akan menunjukkan kebesaran bangsa Indonesia dan mencerminkan identitas nasional. https://t.co/je8I8uZt43,"['presiden', 'joko', 'widodo', 'bangun', 'kota', 'negara', 'ikn', 'nusantara', 'lompat', 'transformasi', 'indonesia', 'maju', 'ikn', 'nusantara', 'besar', 'bangsa', 'indonesia', 'cermin', 'identitas', 'nasional']",1.0
Diskusi yang digagas oleh Komisi Pemberantasan Korupsi (KPK) ini membahas terkait penyusunan rencana kerja untuk memastikan status kawasan inti dan pengembangan Ibu Kota Negara (IKN) berstatus clean and clear. https://t.co/LhZGny06uV,"['diskusi', 'gagas', 'komisi', 'berantas', 'korupsi', 'kpk', 'bahas', 'kait', 'susun', 'rencana', 'status', 'kawasan', 'inti', 'kembang', 'kota', 'negara', 'ikn', 'status', 'clean', 'clear']",1.0
"Presiden Jokowi berencana berkemah di lokasi Ibu Kota Negara (IKN) Nusantara
https://t.co/uaXIuwJe3J https://t.co/apCC4Bfy0F","['presiden', 'jokowi', 'rencana', 'kemah', 'lokasi', 'kota', 'negara', 'ikn', 'nusantara']",1.0
Jokowi melarang penggunaan kendaraan konvensional berbahan bakar fosil di Ibu Kota Negara (IKN) yang baru. Apakah mobil kepresidenan diganti jadi mobil listrik? https://t.co/FcoRyPW5yI,"['jokowi', 'larang', 'guna', 'kendara', 'konvensional', 'bahan', 'bakar', 'fosil', 'kota', 'negara', 'ikn', 'mobil', 'presiden', 'ganti', 'mobil', 'listrik']",1.0
"Kementerian Lingkungan Hidup dan Kehutanan @KementerianLHK mamastikan, wilayah pusat Ibu Kota Negara (IKN) bukan merupakan daerah sebaran alami Orang Utan Kalimantan (Pongo Pygmaeus Morio).
https://t.co/6Q4qcwcD5v","['menteri', 'lingkung', 'hidup', 'hutan', 'mamastikan', 'wilayah', 'pusat', 'kota', 'negara', 'ikn', 'daerah', 'sebar', 'alami', 'utan', 'kalimantan', 'pongo', 'pygmaeus', 'morio']",1.0
"@Riqad1 @EmdheeM @KompasTV Iya, berarti memang sepertinya... Ibu Kota Negara Baru itu tidak urgent pembangunannya, karena memang tidak efektif dan tidak seberapa dibutuhkan.

Ini ada kaitannya sama kebijakan publik sih. Daripada bangun IKN baru, lebih baik uangnya untuk pemerataan daerah saja.","['kota', 'negara', 'urgent', 'bangun', 'efektif', 'butuh', 'kait', 'bijak', 'publik', 'bangun', 'ikn', 'uang', 'perata', 'daerah']",0.0
"Konsep Gubernur DKI Jakarta Anies Baswedan dalam menangkal banjir akan dipakai di ibu kota negara (IKN) Nusantara di Kalimantan Timur, efektifkah?  https://t.co/V2Be10Tvjz","['konsep', 'gubernur', 'dki', 'jakarta', 'anies', 'baswedan', 'tangkal', 'banjir', 'pakai', 'kota', 'negara', 'ikn', 'nusantara', 'kalimantan', 'timur', 'efektif']",1.0
"Konsep Gubernur DKI Jakarta Anies Baswedan dalam menangkal banjir akan dipakai di ibu kota negara (IKN) Nusantara di Kalimantan Timur, efektifkah?  https://t.co/ieFLEYOjlQ","['konsep', 'gubernur', 'dki', 'jakarta', 'anies', 'baswedan', 'tangkal', 'banjir', 'pakai', 'kota', 'negara', 'ikn', 'nusantara', 'kalimantan', 'timur', 'efektif']",1.0
Surya Tjandra mengatakan ada tiga hal yang harus dicermati sebelum mengembangkan kawasan inti Ibu Kota Negara (IKN) Nusantara. https://t.co/nrxjRBCF9d,"['surya', 'tjandra', 'cermat', 'kembang', 'kawasan', 'inti', 'kota', 'negara', 'ikn', 'nusantara']",1.0
"Presiden @jokowi menerima kunjungan para finalis Puteri Indonesia tahun 2022 beserta pemenang Puteri Indonesia tahun 2020 Dalam pertemuan tersebut, beliau menjelaskan mengenai pembangunan ibu kota negara (IKN) Nusantara yang akan dikerjakan oleh pemerintah. https://t.co/61CFVWOTx4","['presiden', 'terima', 'kunjung', 'final', 'puter', 'indonesia', 'serta', 'menang', 'puter', 'indonesia', 'temu', 'beliau', 'bangun', 'kota', 'negara', 'ikn', 'nusantara', 'perintah']",1.0
"Masih ingat dengan polemik sumur resapan di Jakarta? Siapa sangka, konsep serupa justru dipakai di Ibu Kota Negara (IKN) Nusantara. #kumparanNEWS https://t.co/EhA35GyUTt","['polemik', 'sumur', 'resap', 'jakarta', 'sangka', 'konsep', 'pakai', 'kota', 'negara', 'ikn', 'nusantara']",1.0
Finalis Putri Indonesia 2022 Bicara Soal Ibu Kota Negara (IKN) Nusantara https://t.co/KgaGrqYQiD,"['final', 'putri', 'indonesia', 'bicara', 'kota', 'negara', 'iknnusantara']",1.0
"Presiden @jokowi menerima kunjungan para finalis Puteri Indonesia tahun 2022 beserta pemenang Puteri Indonesia tahun 2020 di Istana Kepresidenan Bogor, pada Rabu, 23 Februari 2022. 

Dlm pertemuan Presiden menjelaskan mengenai pembangunan ibu kota negara (IKN) Nusantara. https://t.co/01KSMZIxMw","['presiden', 'terima', 'kunjung', 'final', 'puter', 'indonesia', 'serta', 'menang', 'puter', 'indonesia', 'istana', 'presiden', 'bogor', 'rabu', 'februari', 'temu', 'presiden', 'bangun', 'kota', 'negara', 'ikn', 'nusantara']",1.0
Undang-undang Tentang Ibu Kota Negara ( UU IKN ) akan menjadi dasar pembangunan IKN di Kalimantan timur - Tetap Jaga Prokes https://t.co/UAuGK9zlII,"['undangundang', 'kota', 'negara', 'uu', 'ikn', 'dasar', 'bangun', 'ikn', 'kalimantan', 'timur', 'jaga', 'prokes']",1.0
Undang-undang Tentang Ibu Kota Negara ( UU IKN ) akan menjadi dasar pembangunan IKN di Kalimantan timur - Tetap Jaga Prokes https://t.co/4CbiUlv5QK,"['undangundang', 'kota', 'negara', 'uu', 'ikn', 'dasar', 'bangun', 'ikn', 'kalimantan', 'timur', 'jaga', 'prokes']",1.0
Undang-undang Tentang Ibu Kota Negara ( UU IKN ) akan menjadi dasar pembangunan IKN di Kalimantan timur - Tetap Jaga Prokes https://t.co/0uS8EwANQv,"['undangundang', 'kota', 'negara', 'uu', 'ikn', 'dasar', 'bangun', 'ikn', 'kalimantan', 'timur', 'jaga', 'prokes']",1.0
"Presiden @jokowi menerima kunjungan para finalis Puteri Indonesia Th 2022 beserta pemenang Puteri Indonesia Th 2020 di Istana, Rabu, 23/2/22. Dalam pertemuan tersebut, Presiden menjelaskan mengenai pembangunan ibu kota negara (IKN) Nusantara.
https://t.co/hmuO7VZwI6 https://t.co/JEfnErCRN1","['presiden', 'terima', 'kunjung', 'final', 'puter', 'indonesia', 'serta', 'menang', 'puter', 'indonesia', 'istana', 'rabu', 'temu', 'presiden', 'bangun', 'kota', 'negara', 'ikn', 'nusantara']",1.0
"Hari ini, Presiden Jokowi menerima kunjungan para finalis Puteri Indonesia tahun 2022 beserta pemenang Puteri Indonesia tahun 2020 Dalam pertemuan tersebut, Presiden Jokowi antara lain menjelaskan mengenai pembangunan ibu kota negara (IKN) Nusantara. https://t.co/ypsoUnfMLb","['presiden', 'jokowi', 'terima', 'kunjung', 'final', 'puter', 'indonesia', 'serta', 'menang', 'puter', 'indonesia', 'temu', 'presiden', 'jokowi', 'bangun', 'kota', 'negara', 'ikn', 'nusantara']",1.0
"Dalam pertemuan tersebut, Presiden Jokowi antara lain menjelaskan mengenai pembangunan ibu kota negara (IKN) Nusantara yang akan dikerjakan oleh pemerintah. https://t.co/PNT7dgIA00","['temu', 'presiden', 'jokowi', 'bangun', 'kota', 'negara', 'ikn', 'nusantara', 'perintah']",1.0
"Seniman senior lainnya, Ida Royani, menambahkan bahwa Presiden Jokowi juga turut menjelaskan sejumlah program pemerintahannya, termasuk mengenai pembangunan ibu kota negara (IKN) Nusantara. Ia pun mendukung upaya pemerintah dalam membangun IKN tersebut. https://t.co/dY0CmWo4Nm","['seniman', 'senior', 'ida', 'royan', 'presiden', 'jokowi', 'program', 'perintah', 'bangun', 'kota', 'negara', 'ikn', 'nusantara', 'dukung', 'upaya', 'perintah', 'bangun', 'ikn']",1.0
"Dalam pertemuan tersebut, Presiden @jokowi antara lain menjelaskan mengenai pembangunan ibu kota negara (IKN) Nusantara yang akan dikerjakan oleh pemerintah.
#IndonesiaMaju 
#Jokowidodo
#Jokowi https://t.co/hetLmOOCcC","['temu', 'presiden', 'bangun', 'kota', 'negara', 'ikn', 'nusantara', 'perintah']",1.0
Bambang Susantono menjadi salah satu calon Kepala Otorita Ibu Kota Negara (IKN) baru karena memiliki kriteria yang sesuai harapan Presiden Jokowi. Seperti apa profilnya? #kumparanNews https://t.co/ZkDfFng5c3,"['bambang', 'susantono', 'salah', 'calon', 'kepala', 'otorita', 'kota', 'negara', 'ikn', 'milik', 'kriteria', 'sesuai', 'harap', 'presiden', 'jokowi', 'profil']",1.0
Presiden Jokowi: Pemindahan IKN Bakal Menjadi Lompatan Transformasi Bangsa Menuju Indonesia Maju: Presiden Joko Widodo (Jokowi) meyakini Ibu Kota Negara (IKN) Nusantara akan menjadi representasi bangsa yang unggul dengan mewujudkan smart city (kota… https://t.co/qNqddCjxfF https://t.co/uienryA4eo,"['presiden', 'jokowi', 'pindah', 'ikn', 'lompat', 'transformasi', 'bangsa', 'indonesia', 'maju', 'presiden', 'joko', 'widodo', 'jokowi', 'kota', 'negara', 'ikn', 'nusantara', 'representasi', 'bangsa', 'unggul', 'wujud', 'smart', 'city', 'kota']",1.0
Presiden Joko Widodo menegaskan bahwa pembangunan ibu kota negara (IKN) Nusantara merupakan sebuah lompatan besar untuk melakukan transformasi menuju Indonesia Maju. IKN Nusantara akan menunjukkan kebesaran bangsa Indonesia dan mencerminkan identitas nasional. https://t.co/em2hPTg7Rt,"['presiden', 'joko', 'widodo', 'bangun', 'kota', 'negara', 'ikn', 'nusantara', 'lompat', 'transformasi', 'indonesia', 'maju', 'ikn', 'nusantara', 'besar', 'bangsa', 'indonesia', 'cermin', 'identitas', 'nasional']",1.0
Pemerintah menjamin Wilayah pusat Ibu Kota Negara (IKN) bukan kantong sebaran orang utan.  https://t.co/N8Vqp0bvD5,"['perintah', 'jamin', 'wilayah', 'pusat', 'kota', 'negara', 'ikn', 'kantong', 'sebar', 'utan']",1.0
"#Repost @atr_bpn 

Siapkan Pembangunan Ibu Kota Negara Pemerintah Susun Rencana Kerja Dan Pastikan Status Kawasan Inti Dan Pengembangan IKN Clean And Clear

Cek berita selengkapnya
https://t.co/2hPaHUmyeW https://t.co/ggl1FgomE5","['siap', 'bangun', 'kota', 'negara', 'perintah', 'susun', 'rencana', 'pasti', 'status', 'kawasan', 'inti', 'kembang', 'ikn', 'clean', 'clear', 'cek', 'berita', 'lengkap']",1.0
Siapa saja yang nanti akan pindah ke ibu kota negara (IKN) di Kalimantan Timur (Kaltim)? Cek infografis berikut ini.  https://t.co/URyPJzaQXI,"['pindah', 'kota', 'negara', 'ikn', 'kalimantan', 'timur', 'kaltim', 'cek', 'infografis']",1.0
"Dari kemarin-kemarin ngomongin pindahan Ibu Kota Negara (IKN) baru melulu. 

Emang kamu diajak? Jangan-jangan enggak diajak😜 

Informasi selengkapnya https://t.co/F4kk2kIzJ4 | Narasi Pagi

#NarasiNewsroom #JadiPaham https://t.co/wxluHiF2Te","['kemarinkemarin', 'omong', 'pindah', 'kota', 'negara', 'ikn', 'melulu', 'ajak', 'janganjangan', 'ajak', 'informasi', 'lengkap', 'narasi', 'pagi']",1.0
Siapa saja yang nanti akan pindah ke ibu kota negara (IKN) di Kalimantan Timur (Kaltim)? Cek infografis berikut ini.  https://t.co/94qnf2QHwf,"['pindah', 'kota', 'negara', 'ikn', 'kalimantan', 'timur', 'kaltim', 'cek', 'infografis']",1.0
Presiden Jokowi mengungkapkan pembangunan Ibu Kota Negara (IKN) Nusantara mengusung konsep ramah lingkungan. https://t.co/8bqvDKxkUV,"['presiden', 'jokowi', 'bangun', 'kota', 'negara', 'ikn', 'nusantara', 'usung', 'konsep', 'ramah', 'lingkung']",1.0
Kepala Staf Kepresidenan Moeldoko menjawab kritikan masyarakat terkait pemindahan Ibu Kota Negara (IKN) ke Kalimantan Timur. #kumparanNEWS https://t.co/O4kF9Az4ZP,"['kepala', 'staf', 'presiden', 'moeldoko', 'kritik', 'masyarakat', 'kait', 'pindah', 'kota', 'negara', 'ikn', 'kalimantan', 'timur']",0.0
"Menurut pengamat, para politisi yang mengklaim bahwa menteri dapat rangkap jabatan menjadi Kepala Otorita Ibu Kota Negara (IKN) sesungguhnya tidak membaca aturan dengan baik. #CNNIndonesia #detiknetwork  https://t.co/TA3Zxglclc","['amat', 'politis', 'klaim', 'menteri', 'rangkap', 'jabat', 'kepala', 'otorita', 'kota', 'negara', 'ikn', 'sungguh', 'baca', 'atur']",0.0
"Seniman senior lainnya, Ida Royani, menambahkan bahwa Presiden @jokowi juga turut menjelaskan sejumlah program pemerintahannya, termasuk mengenai pembangunan ibu kota negara (IKN) Nusantara. Ia pun mendukung upaya pemerintah dalam membangun IKN tersebut. https://t.co/39kUQYtKZF","['seniman', 'senior', 'ida', 'royan', 'presiden', 'program', 'perintah', 'bangun', 'kota', 'negara', 'ikn', 'nusantara', 'dukung', 'upaya', 'perintah', 'bangun', 'ikn']",1.0
"Setuju pak, jadi ibu kota baru yakni IKN adalah tatanan baru untuk menghadapi new World . 
Indonesia baru dgn visi negara yg maju akan terwujud dgn adanya tatanan baru dri aspek Pemerintahan https://t.co/leO4j0hxKS","['tuju', 'kota', 'ikn', 'tatanan', 'hadap', 'new', 'indonesia', 'visi', 'negara', 'maju', 'wujud', 'tatanan', 'aspek', 'perintah']",1.0
