 ,tweet,target
2022-01-27,"Tenaga Ahli Utama KSP, Wandy Tuturoong mengatakan, Kantor Staf Kepresidenan @KSPgoid akan mengawal pembangunan IKN agar hak-hak masyarakat adat di sana terlindungi.
@jokowi
@Dr_Moeldoko
https://t.co/pPRLrbs5WV https://t.co/g0tjJlwHTY",1
2022-01-27,"Pemerintah melalui KSP memastikan hak masyarakat adat di sekitar area IKN Nusantara akan dilindungi pemerintah. Karenanya beberapa waktu lalu tim telah membangun komunikasi dengan warga setempat.

KSP Moeldoko https://t.co/ajVShNZ2Ih",1
2022-01-27,"#UUIKNMendzalimiRakyat 

Hanya pemimpin pemimpin yang adil yang terlahir dari sistem yang berasal dari Allah. IKN Proyek Oligarki https://t.co/NSezZbjMTb https://t.co/0mrG2WhtSK",0
2022-01-27,Pengesahan RUU IKN bukti Demokrasi hanya Omong Kosong! https://t.co/NPcCARc8LO,0
2022-01-27,"Nah kan mulai jelas arahnya dan kepentingan siapa
Trus Rakyat dpet apa? 
#RezimSarangKKN
#RezimSarangKKN
China Mau Ikut Bangun IKN di Kaltim, Kepala Bappenas: Silakan, Ini Terbuka Bagi Siapa Saja
https://t.co/V75I74xcgD",0
2022-01-27,"Dari satu hal ini saja sudah bisa dilihat kalau IKN ini proyek orang kebelet. 
Sayangnya banyak yg memilih jadi tolol dan micek. https://t.co/H7j00UKPxm",0
2022-01-27,Sesungguhnya kebangkitan PKI itu nyata. Mengaburkan kebenaran sejarah bangsa. Hasrat memindahkan IKN bagai mencabut akar sejarah Indonesia. Seolah PKI berperan penting dlm berdirinya NKRI dan menafikan Ulama yg justru muara kebangkitan martabat bangsa anti penjajah kafir. https://t.co/3NAs3c9gGp,0
2022-01-27,"Untuk indahnya nusantara, kami titipkan pulau ini menjadi IKN Indonesia, rawat dan peliharalah 
Salam damai dr pulau jawa
@NyaiiBubu @Lady_Zeebo @RD_4WR1212 @P3nj3l4j4h_id @BungkusTukang @NainggolanGrup7 @Pencerah__ @Anaksenja__id @PakkatDayak @KakekHalal https://t.co/2hdSTDUMXF",1
2022-01-27,"Bukan karna kucing mengeong
Bukan karna jin buang anak

Melainkan karena

Edy Mulyadi keras menentang UU IKN

Edy Mulyadi orang baik",0
2022-01-27,"Saat liputan IKN, kami dapat dokumen presentasi internal beberapa Kementrian. Lihat posisi pemerintah makin defensif, musykil presentasi ini dilempar ke publik. Untuk tambah dinamika diskusi urgensi IKN, presentasi ini bisa kita kaji sama-sama. 

Link: https://t.co/KBBFXjjDDF https://t.co/nXPFnM8tfP",0
2022-01-27,Pindah ibu kota hanya menambah beban negara. menambah beban rakyat yang sudah susah. mau dibilang hebat tapi nggak mikir. nggak ngaca kalau nggak punya kemampuan.😔,0
2022-01-27,"Eng ing eng entah disengaja atau tidak, seperti buah simalakama IKN gagal tapi kasus lain bisa aman, entahlah https://t.co/L4pGyLHudR",0
2022-01-27,Menteri PPN/Kepala Bappenas @Suharso_M bersama Menteri @KemenPU Basuki Hadimuljono dan Wakil Menteri Keuangan @KemenkeuRI Suahasil Nazara mendampingi Ketua MPR RI Bambang Soesatyo beserta sejumlah Wakil Ketua MPR RI meninjau titik penting lokasi pembangunan Ibu Kota Negara (IKN). https://t.co/Ddw7FoFyyf,1
2022-01-27,"Terdapat lebih dari 120 konsesi tambang batubara di antara lahan ibukota baru. Dari jumlah itu, 48 konsesi merupakan pemegang IUP dan 72 konsesi pemegang WIUP. Total luas dari seluruh konsesi tambang itu berkisar 68,5 - 73,5 ribu hektar.

https://t.co/XGJpUYyCGG",0
2022-01-27,"Ekonom Faisal Basri mengkritik proyek ibu kota baru, singgung ada pembisik Jokowi. Siapakah dia?  https://t.co/gOzsVNuDSL",0
2022-01-27,"PassolleIdeologis (@Passolle1453) menge-Tweet: Kenapa pennguasa berambisi banget pindahkan IKN?

Pdhal rakyat masih didera kesusahan akibat pandemi.
Utang negara makin numpuk.
Kemiskinan makin bertambah.
Pengangguran makin",0
2022-01-27,Bangun Transportasi Cerdas! Pemerintah Butuh Rp500 Miliar Untuk IKN Nusantara: Pemerintah membutuhkan dana sekitar Rp500 miliar untuk membangun sistem transportasi di Ibu Kota Negara (IKN) yang baru. https://t.co/1SQJqWk6ZO #News #budikaryasumadi #MenteriPerhubungan,1
2022-01-27,Pengembangan kawasan Bumi Serpong Damai (BSD) dijadikan rujukan dalam pengembangan Ibu Kota Negara (IKN) Nusantara di Kalimantan Timur.  https://t.co/STdEQsR1z6,1
2022-01-27,"Ibu kota negara masuk gorong-gorong bekas galian tambang gt ya... Hebat juga kajian akademiknya
#RezimSarangKKN https://t.co/FITqHlwwrL",0
2022-01-27,"Bangun Transportasi Cerdas di IKN Baru, Kemenhub Butuh Rp582 Miliar https://t.co/dMfi4JbxSq",1
2022-01-27,"Menikmati malam di Jakarta yg sebentar lagi akan jd mantan Ibu Kota… 
Semoga kelak IKN yang baru seperti ini.

Buat Lae @Nicho_Silalahi, tadinya kita mau ajak ngopi sambil bincang bincang tentang apa sajalah.. tapi katanya saat ini dia otewe ke Lampung..😊
Smga slmt sampe tujuan https://t.co/uoxX1zBzwY",1
2022-01-27,"Kritik Soal Pemindahan IKN, Pernyataan Anggota Dewan Pers Terpilih Ini Dapat Banyak Dukungan 
#IKNProyekOligarki #IKNBaruBukanSolusi #IKN #IKNNusantara #IKNRugikanRakyat #IKNIndonesiaMaju #dewanpers
https://t.co/QqWpMYic2y",0
2022-01-27,Sesekali mbok yo Jokowi yg dihadirkan untuk debat soal IKN dgn para penentangnya. Biar bisa lihat mana yg ada isi kepalanya. Paling tidak rakyat jadi tahu maunya Jokowi itu seperti apa dan kenapa maksa IKN harus segera.,0
2022-01-27,"...
...
10. Kesalahan alokasi anggaran Pembangunan IKN dengan opsi menggunakan dana COVID 19.

🤗😎🤗

#RezimBudakOligarki 
#RezimSarangKKN https://t.co/aBNs3LyNXU",0
2022-01-27,Inilah Lima alasan masyarakat mendukung kepindahan Ibu Kota Negara #BersatuNusantaraJaya https://t.co/Et9vnd7UIZ,1
2022-01-27,Pembangunan IKN Dinilai Intensifkan Pendekatan Adat-Budaya https://t.co/al84bMvUbq,1
2022-01-27,"Tak Setuju IKN Pindah ke Kalimantan, Pakar Hukum Tata Negara: Mencabut Dasar Fundamental.
#AyoTolakUUIKN 
#AyoTolakUUIKN

https://t.co/7tOyy0GL83",0
2022-01-27,"Mimpi bangun IKN??
Minyak goreng aja tak terkendalikannya😀 https://t.co/nxIsGsUzXn",0
2022-01-27,Menteri PPN juga mengunjungi infrastruktur di kawasan IKN https://t.co/3ZppNknZAb,1
2022-01-27,"Jika argumen menolak pindah IKN mencerdaskan, kita akan menikmati &amp; bisa jadi diam menyaksikan otak2 cerdas beradu pikiran

Tapi karena penuh hoaks, hasutan &amp; kebencian, ya kita tak boleh lagi diam. Karena akan merusak masa depan negara kita.

Soal hoaks sumber listrik IKN misal.",1
2022-01-27,"Indonesia semakin dekat untuk mewujudkan pemindahan ibu kota negara (IKN). Jejak maju itu ditandai oleh dukungan politik Dewan Perwakilan Rakyat (DPR), yang telah menyetujui Rancangan Undang-Undang IKN menjadi undang-undang (UU). https://t.co/lCwbewPQvs",1
2022-01-27,"…masalah IKN sudah ke urusan perut, kepentingan sendiri sendiri bahasan lingkungan, keseimbangan alam, diabaikan…?😇 #persatuan",0
2022-01-27,"""UU IKN bertentangan dengan UUD 1945""

~Om yamin",0
2022-01-27,"Masyarakat sedang galau,bimbang &amp; resah,kasus rasis,Hoax,ujaran kebencian&amp;Sara masif gentayangan setiap waktu.
Dan gak tau harus mengadu kemana? Pemerintah sibuk urus IKN,tentara sedang berkabung,Polri sibuk ngitungin celengan hasil jual materai,DPR molor,
Fakta yg membagongkan!",0
2022-01-27,"Uji Materi UU IKN ke MK adalah Hak Konstitusional, Harus Dihormati

Karena UU IKN ini sdh disahkan, maka langkah paling tepat menyalurkan aspirasi penolakan adl melalui pengajuan uji materi ke MK. Ini adalah hak konstitusional warga negara yang harus dihormati. 

Bersambung ... https://t.co/6dEJUKwYJq",0
2022-01-27,"Pemerintah Disebut Tak Tanyai Masyarakat Soal IKN, Cak Nun: Perasaanmu Mindah Ibu Kota Kayak Pindah Kos?
#AyoTolakUUIKN 

https://t.co/gDvRNGZc9a",0
2022-01-27,"Maling negara kelas kakap bebas berkuasa, sibuk bikin proyek bisnis rusak-rusakan (IKN, KCIC, pengerukan SDA ugal-ugalan, dll).

Maling negara kelas teri dikasih diskon di muka hukum.

Rakyat miskin, masy adat, aktivis penjaga ruang hidup paling sering dipenjarakan penguasa. https://t.co/LZFSsWZTdv",0
2022-01-27,Ketua MPR Bambang Soesatyo: Semua Elemen Bangsa Wajib Dukung Ibu Kota Negara yang Baru https://t.co/3ehqt4Rljp,1
2022-01-27,"*Ada Tambang Besar di Lokasi IKN Baru, Sudjiwo Tedjo Keluarkan Sindirian Menohok: _Tak Mungkin Sampai Tak Tahu_ -* Galamedia News - https://t.co/oOHdvkeTfu
*_Yang jelas ini permainan Oligarki, jadi dari dan untuk Oligarki, mereka datang menginvasi Kalimatan .",0
2022-01-27,"""Ada atau tidak negara yang pindah ibu kota dalam waktu 1-2 tahun atau di bawah 5 tahun? Kita pindah rumah saja perlu setahun lebih, 10 tahun juga belum tentu bisa,"" 

Pengamat Kritisi UU IKN yang Terlahir Kilat dan Target Pindah Ibu Kota dalam 2 Tahun https://t.co/M3l6ads2r8",0
2022-01-27,"Menteri Suharso Tak Tahu Konsesi Tambang di Lahan IKN, Pengamat: Bukti Studi Kelayakan Tak Berjalan, Cuma Asal ""Yes Man""
https://t.co/IpUPrUzyTC",0
2022-01-27,Menteri Keuangan pelajari usulan pembangunan IKN https://t.co/Vm5JFIKxEd,1
2022-01-27,"Kamu khawatir ga, kalau negara merancang undang2 tanpa sepengetahuanmu? 

Misal Omnibuslaw, UU KPK, UU IKN, dll

Dengan berlangganan @hariankompas, kamu telah berperan mendukung fungsi jurnalisme untuk mengawasi jalannya pemerintahan.

Sila Berlangganan : https://t.co/jAvF8dFrF6 https://t.co/VCix4mIhII",0
2022-01-27,yg dukung ikn ga keren https://t.co/Nw4G3HGkVv,0
2022-01-27,Itu sih namanya mau membangun Kerajaan‼️ Bukan Membangun IKN Baru... Goblock‼️ https://t.co/KJWcm90AwZ,0
2022-01-27,"MARAKNYA spekulan tanah akibat pemerintah tergesa-gesa menetapkan pemindahan ibu kota negara (IKN). Tak hanya tanah milik individu dan swasta, mereka juga mencaplok lahan masyarakat adat di sana. 

  https://t.co/qPq80RyAyZ #KoranTempo",0
2022-01-27,"...Sebab itu maka wanita yang saleh,ialah yang taat kepada Allah lagi memelihara diri ketika suaminya tidak ada,(AN NISAA':34)   Tolak UU IKN   .🏳️🏴🏳️.",0
2022-01-27,"Kementerian PUPR menegaskan sampai hari ini belum ada anggaran untuk pembangunan ibu kota negara (IKN) baru.

Emang Dikira bangun IKN sama kaya bangun Panti Asuhan Bisa open Donasi 😁

https://t.co/kcFwzywZsl",0
2022-01-27,"""Bila kamu tak tahan penatnya belajar, maka kamu akan menanggung perihnya kebodohan."" (Imam Asy-Syafi'i)   Tolak UU IKN   .☝️☝️. #JAP2L",0
2022-01-27,"Nasib dana pemulihan Covid-19: bansosnya dikorupsi, dana PEN dikorupsi, sisanya untuk IKN.  https://t.co/SgAkiAxU1E",0
2022-01-27,"PROYEK INFRASTRUKTUR YANG MEMBEBANI RAKYAT

Mari segenap rakyat Indonesia, dan seluruh tumpah darah Indonesia, bersama-sama menolak proyek IKN. Sudah cukup proyek infrastruktur yang membebani rakyat, jangan tambah beban lagi. 
 
Ahmad Khozinudin, SH. 
Ketua Koalisi Persauda https://t.co/ODPrXOkNq3",0
2022-01-27,"Apakah tujuan pindahnya IKN agar para Pemegang Kekuasaan Negara bisa berada dalam jangkauan ""CCTV"" Oligarki, karena mereka berada dalam satu atap &amp; jauh dari kebisingan Suara² Kritis?

#INA_LahanBasahPDIP
#INA_LahanBasahPDIP https://t.co/MQxNhG2qvK",0
2022-01-27,"Menurut @Helmi_Felis, masyarakat Dayak yang mendukung pembangunan IKN sama saja mendukung perusakan terhadap alam di Kalimantan.

Ini sih ngawur dan tidak melihat pembangunan IKN secara objektif.

Oya, ini ada masyarakat yang dukung pembangunan IKN. Silahkan periksa, BERANI? https://t.co/bAazqmsKQ1 https://t.co/ggNJnAB7mj",0
2022-01-27,"Ada apa dengan IKN  , Kejanggalan Proyek Ibu Kota Baru RI Versi Faisal Basri . https://t.co/tz41WiyhXR",0
2022-01-27,"""Dan apa saja yg kamu sedekahkan, maka Allah akan menggantinya.."" (QS Sabaa':39) Yuk awali aktifitas dgn    Tolak UU IKN",0
2022-01-27,"… ""Ya Tuhanku, lapangkanlah untukku dadaku, dan mudahkanlah untukku urusanku."" (QS. Thaahaa:25-26)   Tolak UU IKN   .🏴☝️🏳️. #n7oH8",0
2022-01-27,"Negara yg kuat ,apa  bila warga Ibu kota negara nya kuat , bermartabat dlm berbudaya jg menjaga budaya dan adat istiadat ...warga Kalimantan sdh membuktikan..khusus nya Kaltim. BRAVO Kalimantan,sgt tepat IKN di Kaltim.dlm menuju Indonesia maju..",1
2022-01-28,"Ini alasan masyarakat mendukung kepindahan IKN
--------------------------
Bersatu Nusantara Jaya https://t.co/pYK2TIQkYc",1
2022-01-28,"Hai #SobatSetneg, pemindahan Ibu Kota Negara telah digagas oleh beberapa Presiden Republik Indonesia. Pada Pidato dalam rangka HUT ke-74 RI Tahun 2019, Presiden @jokowi meminta izin untuk memindahkan Ibu Kota Negara ke Kalimantan Timur. 

#IbuKotaNegara
#InfografikSetneg https://t.co/ibMIL2OW0y",1
2022-01-28,"*Menteri Suharso: IKN Berikan Peluang Investasi Bagi Investor Swasta Nasional dan Internasional 
.
https://t.co/9g0AkQA37U",1
2022-01-28,"Canggih!!! IKN negara Nusantara tersambung tol bawah laut
--------------------------
Bersatu Nusantara Jaya https://t.co/38B94ECUct",1
2022-01-28,"Cerita IKN ini pun menguak kebusukan rezim terdahulu dengan aksi drama pendukung rezim yang lalu,hehe.... https://t.co/rqFKRHryXG",0
2022-01-28,"Setidaknya pemindahan Ibu Kota bisa kurangi kepadatan penduduk-banjir-macet kota Jakarta, apalagi jika ada relokasi pabrik2 padat karya ke IKN atau minimal ke KEK kab. Batang Jateng utk kurangi beban biaya tenaga kerja yg bisa separuhnya UMP Jakarta. Jakarta lbh nyaman utk hidup. https://t.co/zhZkGaFWPt",1
2022-01-28,"JK Nilai Pemindahan IKN Berdampak Positif terhadap Otonomi Daerah

 #Sindonews #BukanBeritaBiasa .https://t.co/Az0tle8hTP",1
2022-01-28,"""Aku tidak pernah berdialog dengan seseorang dengan tujuan aku lebih senang jika dia berpendapat salah."" (Imam Asy-Syafi'i)   Tolak UU IKN   .⏱️💡. #tFuZI",0
2022-01-28,"Untuk melihat IKN itu dari sistem berpikir, adalah seperti membangun rumah pakai hutang riba atau tanpa hutang riba. Ekonomi yang tumbuh hanya untuk menopang sistem keuangan riba atau pemilik fulus riba, kelihatan gemerlap, padahal budak riba, kapitalisme adalah praktek riba.",0
2022-01-28,"Kadrunnn...kalian mending bunuh diri massal aja noh...
Tuh Presiden Erdogan yang kalian puja puji mau membantu pembangunan Ibu Kota Negara Republik Indonesia yang baru. https://t.co/KXWwnh83Hj",1
2022-01-28,"Menteri PUPR Minta Para Insinyur Berpartisipasi Bangun IKN Jadi Kota Masa Depan
Bersatu Nusantara Jaya
https://t.co/yrbYcP9aUk",1
2022-01-28,"Pengusaha Real Estate Ingin Berperan Bangun Ibu Kota Negara
Bersatu Nusantara Jaya
https://t.co/t6w0J4z5V1",1
2022-01-28,"Tinjau Lokasi IKN, Gus Jazil: Nusantara Harus Menjadi Kekuatan Baru Indonesia  https://t.co/d3G0CK4ktr",1
2022-01-28,Rizal Ramli: Belum Tentu Presiden Selanjutnya Setuju dengan Pemindahan IKN https://t.co/028Md1gc7J,0
2022-01-28,"Pemindahan IKN, Kemenhub Akan Siapkan Sarana Transportasi Terintegrasi - https://t.co/DCSipGFRvs https://t.co/94MpuaHXrs",1
2022-01-28,"Saya setuju IKN baru di Kalimantan

Bersatu Nusantara Jaya https://t.co/bvOROYSp2X",1
2022-01-28,"""Maka ingatlah kalian kepada-Ku, niscaya Aku pun akan mengingat kalian."" (QS. al-Baqarah: 152)   Tolak UU IKN   .🏴🏳️🏴. #BQSbq",0
2022-01-28,"Konsep beserta desain Ibu Kota Negara (IKN) Nusantara dikritik oleh lima asosiasi arsitek dan rancang kota. 

https://t.co/5Di7Nnn2YQ

#news #berita #nusantara #ikn #desain #arsitektur #kotamasadepan #ibukotanegara #jakarta #jogja #pandangan #pandanganjogja https://t.co/eDqGvRMNhT",0
2022-01-28,"Bangun Transportasi Cerdas! Pemerintah Butuh Rp500 Miliar Untuk IKN Nusantara
#terkiniid #terkinidotid #makassarterkiniid #makassarterkinidotid https://t.co/ak3YB5NF0z",1
2022-01-28,"Proyek IKN: Ambisius Oligarki Membius Rakyat
https://t.co/QbaGVHEaTt
@Shareaholic 
#np
#media",0
2022-01-28,"Kunjungi Titik Nol Ibu Kota Negara di Kalimantan Timur, Bamsoet Tegaskan Pemindahan Ibu Kota Negara Sudah Tepat https://t.co/BOVmI9nE6M lewat @TRSNSISI NEWS",1
2022-01-28,"Draf Undang-Undang tentang Ibu Kota Negara telah diserahkan DPR kepada Presiden. Pemerintah memiliki waktu 30 hari untuk mengkaji seluruh isi RUU tersebut sebelum diundangkan di lembaran negara. #Polhuk #AdadiKompas @iqbalbasyari 

https://t.co/qXcs82btuB",1
2022-01-28,"Menteri PUPR Minta Para Insinyur Berpartisipasi Bangun IKN Jadi Kota Masa Depan
Bersatu Nusantara Jaya
https://t.co/SyPorJhAex",1
2022-01-28,"Kejahatan seksual marak, PKS tolak RUU Tindak Pidana Kejahatan Seksual.
Ibu Kota Negara ditetapkan di KalTim agar pembangunan merata, eh ditolak PKS juga.

Jadi sudah jelas ya pihak mana yang tidak berpihak pada kepentingan Rakyat banyak, catat dan jangan pilih di 2024. https://t.co/b7PZRHOmoc",0
2022-01-28,"KSP memastikan hak masyarakat adat di sekitar area IKN Nusantara akan dilindungi pemerintah.

Tenaga Ahli Utama KSP Wandy Tuturoong mengatakan, KSP akan mengawal pembangunan IKN agar hak-hak masyarakat adat di sana terlindung.
@Dr_Moeldoko
@KSPgoid

https://t.co/9kem7aate4",1
2022-01-28,Ekonom Senior Faisal Basri menyampaikan kritikan pedas kepada pemerintah yang ingin buru-buru memindahkan Ibu Kota Negara (IKN) ke Kalimantan Timur.  https://t.co/XepX5zS25C,0
2022-01-28,"Dg adanya IKN sbg kota yg smart, green, beautiful, dan sustainable, maka harapan tentang Indonesia Maju tidak hanya akan menjadi konsep belaka. Tp mnjadi 
showcase yg bisa ditiru oleh kota2 lain di Indonesia bahkan dunia
@Dr_Moeldoko
@KSPgoid

https://t.co/1U74EVv1TH",1
2022-01-28,"Kemenhub tengah menyiapkan rencana pembangunan sistem transportasi yang cerdas, terintegrasi, dan ramah lingkungan di ibu kota baru.  https://t.co/TtjJ7uocWb",1
2022-01-28,"IKN membawa kemajuan dan kesejahteraan bangsa Indonesia
Bersatu Nusantara Jaya https://t.co/dmemDj9FYF",1
2022-01-28,"IKN membawa kemajuan dan kesejahteraan bangsa Indonesia
Bersatu Nusantara Jaya https://t.co/BgUbiYOPw7",1
2022-01-28,"Kemenhub tengah menyiapkan rencana pembangunan sistem transportasi yang cerdas, terintegrasi, dan ramah lingkungan di ibu kota baru.  https://t.co/kOW5LiIR4a",1
2022-01-28,Menteri PUPR Minta Para Insinyur Berpartisipasi Bangun IKN Jadi Kota Masa Depan. Bersatu Nusantara Jaya https://t.co/OjMgVTQzrB,1
2022-01-28,"Relokasi Ibu Kota Negara Menyerap Aspirasi Publik dan Melalui Kajian https://t.co/4GegSCh9ib

#Borneopedia",1
2022-01-28,"Anak buah Sri Mulyani beberkan manfaat pembangunan ibu kota negara
Bersatu Nusantara Jaya https://t.co/kY3COv0uwK",1
2022-01-28,"Ketua MPR RI, Bambang Soesatyo mengapresiasi dukungan para duta besar, diplomat,
dan investor dari berbagai negara terhadap rencana Presiden Joko Widodo
membangun dan memindahkan Ibu Kota Negara (IKN) ke Kalimantan Timur,

Bersatu Nusantara Jaya https://t.co/YJWgUMFfVZ",1
2022-01-28,"Membangun wisma atlit aja di korupsi dan berankhir candi candi kok mau pindahkan ibu kota negara baru!😇

Cuma Pakde Jokowi yang mampu 👍👍🇮🇩 https://t.co/BufWqccBGz",0
2022-01-28,"... Menteri PUPR Minta Para Insinyur Berpartisipasi Bangun IKN Jadi Kota Masa Depan
Bersatu Nusantara Jaya
https://t.co/j1RSV3nGfB",1
2022-01-28,"Manfaat pemindahan Ibu Kota Negara
Bersatu Nusantara Jaya https://t.co/oVIHbqLGhb",1
2022-01-28,Lima alasan masyarakat mendukung kepindahan ibu kota negara. Bersatu Nusantara Jaya https://t.co/Jk68e0p0Hp,1
2022-01-28,Menteri PUPR Minta Para Insinyur Berpartisipasi Bangun IKN Jadi Kota Masa Depan. Bersatu Nusantara Jaya https://t.co/T9PTByCnlg,1
2022-01-28,"Anak buah Sri Mulyani beberkan manfaat pembangunan ibu kota negara
Bersatu Nusantara Jaya https://t.co/odbxkbQWbh",1
2022-01-28,"Pengusaha Real Estate Ingin Berperan Bangun Ibu Kota Negara
https://t.co/HkLpwdqK0c
Bersatu Nusantara Jaya",1
2022-01-28,"Menteri PUPR Minta Para Insinyur Berpartisipasi Bangun IKN Jadi Kota Masa Depan
https://t.co/1Cj2Gcxo0j
Bersatu Nusantara Jaya",1
2022-01-28,"Harapan Masyarakat Dengan Penetapan Nusantara Sebagai Nama Ibu kota Baru Dan Pengesahan UU IKN Akan Membawa Kemajuan Dan Kesejahteraan Bangsa Indonesia. 
Bersatu Nusantara Jaya https://t.co/qxtChv5Uqs",1
2022-01-28,"Miris… Pemerintah Bangun IKN Saat Hampir 19.000 Desa Masih Memprihatinkan
https://t.co/1cURwWchlJ https://t.co/Tg4nh0q4xT",0
2022-01-28,"Dukung pemindahan Ibukota Negara baru ke Kalimantan Timur, harus ada keberanian untuk memindahkan ibu kota, memisahkan pusat Pemerintahan dari pusat keuangan, perdagangan dan industri. Persiapan ini sudah sangat matang. Bersatu Nusantara Jaya https://t.co/6fQWFNkO0L",1
2022-01-28,"Ibu Kota Negara Nusantara diharapkan menjadi pusat gravitasi baru dari perekonomian Indonesia yang kini cuma berada di Pulau Jawa.
Bahkan diperkirakan, andil terhadap perekonomian nasional bisa mencapai 23%.

Nusantara ditengah Indonesia.
❤🇮🇩 https://t.co/naxfbO0TJl",1
2022-01-28,"Tol Bawah Air Ibu Kota Negara (IKN) Baru, Aleg PKS: Baru Wacana, Belum Dianggarkan https://t.co/BlASPagGYc lewat @FPKSDPRRI",1
2022-01-28,"Tahap pemindahan ibu kota negara mencakup Perencanaan &amp; pembangunan kawasan inti pusat pemerintahan dr 2019-2024.   Rencana zonasi &amp; rencana pengembangan dilakukan dlm 25 tahun kedepan dibagi 3 Kawasan :

inti pusat pemerintahan
ibu kota negara
perluasan ibu kota negara https://t.co/mvNPXsQtjP",1
2022-01-28,"""Pentingnya menyebarkan ilmu agama."" (Imam Asy-Syafi'i) Tolak UU IKN .✅ #AyoTolakUUIKN #JumatBerkah #IstiqomahDalamDakwah",0
2022-01-28,Menteri dan Pimpinan MPR Sambangi Lokasi Proyek Ibu Kota Negara https://t.co/Sm6dyeu0d1 #TempoBisnis,1
2022-01-28,"Guys Guys 📌

IKN kita yg baru namanya """" Nusantara """" 
Lokasinya tau kan ? Di Kalimantan Timur tepatnya di Penajam , Paser Utara.
UU IKN nya sdh disetujui oleh DPR RI.
Setuju banget dech klo Ibukota Negara dipindahkan apalagi namanya Nusantara wouww amazing banget ini sih https://t.co/UMFiUdDQoE",1
2022-01-28,Pemerintah punya waktu 30 hari untuk mengkaji UU Ibu Kota Negara yang disahkan DPR. https://t.co/gqinh4CW3L,1
2022-01-28,"Pastinya tau donk , karena mayoritas masyarakat Indonesia menyetujui pindah nya Ibukota Negara ke Kalimantan - Timur.

Tentu saja semua ini ada tahapan"" nya : 

* Perencanaan
* Pembangunan 
Simak yuk guys Video nya jd kita makin paham terkait IKN 📌📌 https://t.co/7Rw0sxnXLw",1
2022-01-28,"Iya IKN kebetulan di daerah anda. Tapi tetap saja yg nanggung beban seluruh rakyat republik indonesia (APBN).
APBN darimana? Ya kalo gak pajak ya hutang.
Yg bayar hutang siapa? Yg jelas bukan buzzerp doang.",0
2022-01-28,"Soal Pemindahan IKN, JK Sebut Berdampak Positif bagi Otonomi Daerah https://t.co/6cxOZddZYV",1
2022-01-28,"Ibu Kota Negara (IKN) digadang-gadang menjadi wajah peradaban baru pusat pemerintahan di Indonesia.

Lokasi titik nol ibu kota baru yang nantinya diberi nama Kota Nusantara ini berada di Kabupaten Penajam Paser Utara, Kalimantan Timur. https://t.co/XBzaULHrC2",1
2022-01-28,"Pres @jokowi akan berlomba dgn waktu selesaikan pembangunan IKN sblm masa jabatannya berakhir. Jk tdk bisa jadi bahan ejekan. Aplg jika yg menang, tokoh yg tdk suka kpd beliau. Mdh2an dgn semangat Bandung Bandawasa pindah IKN bisa berlangsung sblm ada Presiden terpilih 14/2/2024",1
2022-01-28,"Jika argumen pemindahan IKN mencerdaskan, kita akan menikmati &amp; bisa jadi diam menyaksikan otak2 cerdas beradu pikiran. https://t.co/CEYTsnkUG9",1
2022-01-28,"Pembangunan dan pemindahan IKN akan menjadi salah satu strategi mewujudkan Visi Indonesia 2045, yakni masuk ke jajaran lima besar perekonomian terkuat di dunia dan memiliki pendapatan per kapita negara berpenghasilan tinggi. https://t.co/9SNvRpCTtk",1
2022-01-28,"Bamsoet Apresiasi Duta Besar Ceko yang mendukung pembangunan Ibu Kota Negara Nusantara. 
Bersatu Nusantara Jaya https://t.co/l15Orh3h3c",1
2022-01-28,"Sudah tau belum kalau ibukota negara baru akan diberi nama ""Nusantara""
Beberapa orang mendeskreditkan nama ini, tapi sebagian orang justru kagum dg pemilihan nama ini.
Tahapan pembangunan IKN baru sdh dimulai sejak 2020 lalu, dan diharapkan bs selesai pada 2024 mendatang. https://t.co/h47tz6OjcU",1
2022-01-28,"Rizal Ramli Komentari Proyek IKN, Singgung Kurang Matangnya Perencanaan Jokowi https://t.co/B61EybJ9Of",0
2022-01-28,Kalimantan Siap dan Tepat Menjadi Ibu Kota Negara (IKN) Baru Indonesia https://t.co/T7fugHv4E0,1
2022-01-28,"Pemindahan pusat pemerintahan akan dilakukan dalam sejumlah tahap. 
Tahap pertama proses pemindahan IKN dari DKI Jakarta ke Kabupaten Penajam Paser Utara dan Kutai Kartanegara, Kalimantan Timur, sesuai substansi RUU, ditargetkan bisa dilakukan hingga 2024. https://t.co/HSiZXOrPXG",1
2022-01-28,"Nama Nusantara dipilih menjadi nama ibu kota negara baru, karena kata tersebut telah dikenal dan menjadi hal yang ikonik di mata internasional. Nusantara adalah sebuah konseptualisasi atas wilayah geografi, di mana terdapat banyak pulau-pulau dan disatukan oleh lautan. https://t.co/OVohxTa43u",1
2022-01-28,"Meski sudah memiliki landasan hukum, pembangunan IKN hingga pemindahan ibu kota sampai dengan tuntas dilakukan memerlukan waktu yang panjang. 

Upaya pembangunan IKN akan dimulai pada 2024 hingga 2045. https://t.co/1WpXH7xcOX",1
2022-01-28,"Alasannya adalah Nusantara sudah dikenal sejak dulu, dan ikonik di internasional, mudah dan menggambarkan kenusantaraan kita semua Republik Indonesia.

Ibu Kota Negara (IKN) baru, yaitu Nusantara yang terletak di wilayah Penajam Paser Utara, Kalimantan Timur. https://t.co/r4kKkCXZvB",1
