source,tweet,stemming,label
Twitter for Android,"📢Menteri @Suharso_M Tinjau Progres Pembangunan Bendungan Sepaku Semoi🇮🇩

Pemerintah terus mematangkan sejumlah persiapan dalam pembangunan IKN Nusantara.  Salah satu infrastruktur penunjang IKN yang sedang fokus digarap adalah pembangunan Bendungan Sepaku Semoi.
@Jiwamudaindo https://t.co/kMqRRK7FP1","['menteri', 'tinjau', 'progres', 'bangun', 'bendung', 'paku', 'semoi', 'perintah', 'matang', 'siap', 'bangun', 'ikn', 'nusantara', 'salah', 'infrastruktur', 'tunjang', 'ikn', 'fokus', 'garap', 'bangun', 'bendung', 'paku', 'semoi']",1
Twitter for Android,"Rakyat dibuat sengsara dengan perpindahan ibu kota negara
#UUIKNMendzalimiRakyat #StopKebijakanDzalim https://t.co/tAFVZnKAfv","['rakyat', 'sengsara', 'pindah', 'kota', 'negara']",-1
Twitter for Android,"#UUIKNMendzalimiRakyat 

Karna UU IKN minim aspirasi rakyat, lebih mementingkan kepentingan kelompok dan oligarki . IKN Proyek Oligarki https://t.co/eaZbymAV2d","['uu', 'ikn', 'minim', 'aspirasi', 'rakyat', 'penting', 'penting', 'kelompok', 'oligarki', 'ikn', 'proyek', 'oligarki']",-1
Twitter Web App,"#RezimSarangKKN
#RezimSarangKKN

Jika Jadi Nganu Permasalahan Banjir Di DKI Jakarta Bisa Mudah Diselesaikan, Sekarang Dinganukan Dengan Istilah IKN, Lah! Itu Sih Bukan Menyelesaikan Masalah, Tapi Kabur Dari Masalah, Pantesan Ada Ucapan, ""Sontoloyo!""","['nganu', 'masalah', 'banjir', 'dki', 'jakarta', 'mudah', 'selesai', 'dinganukan', 'istilah', 'ikn', 'selesai', 'kabur', 'pantesan', 'ucap', 'sontoloyo']",-1
Twitter for Android,"MuslimahNews – IKN baru ini dianggap mengabaikan suara dan hak masyarakat adat maupun masyarakat lokal. Tidak hanya itu, IKN baru juga dianggap abai terhadap krisis lingkungan hidup. Benarkah IKN dibangun untuk kepentingan publik? IKN untuk siapa?

Klik: https://t.co/lAx54HpdUm https://t.co/LsmETeILbe","['muslimahnews', 'ikn', 'anggap', 'abai', 'suara', 'hak', 'masyarakat', 'adat', 'masyarakat', 'lokal', 'ikn', 'anggap', 'abai', 'krisis', 'lingkung', 'hidup', 'ikn', 'bangun', 'penting', 'publik', 'ikn', 'klik']",-1
Twitter Web App,""".. maka pemindahan ibu kota ke Kalimantan Timur yang digagas Presiden Jokowi sangat tepat dan semakin menemukan urgensinya,” jelas Bamsoet.

https://t.co/CPo2PeYBLx","['pindah', 'kota', 'kalimantan', 'timur', 'gagas', 'presiden', 'jokowi', 'temu', 'urgensi', 'bamsoet']",1
Twitter for Android,"Kantor Staf Kepresidenan akan mengawal pelaksanaan pembangunan Ibu Kota Negara (IKN) Nusantara di Kalimantan Timur.
@KSPgoid memastikan hak masyarakat adat di sekitar area IKN akan dilindungi pemerintah.

Yg sabar ya drun, IKN insyaAllah pasti pindah.😊
https://t.co/XZcQEV7qcq","['kantor', 'staf', 'presiden', 'awal', 'laksana', 'bangun', 'kota', 'negara', 'ikn', 'nusantara', 'kalimantan', 'timur', 'hak', 'masyarakat', 'adat', 'area', 'ikn', 'lindung', 'perintah', 'sabar', 'drun', 'ikn', 'insyaallah', 'pindah']",1
Twitter for Android,"Tenaga Ahli Utama KSP, Wandy Tuturoong mengatakan, Kantor Staf Kepresidenan @KSPgoid akan mengawal pembangunan IKN agar hak-hak masyarakat adat di sana terlindungi.
@jokowi
@Dr_Moeldoko
https://t.co/pPRLrbs5WV https://t.co/g0tjJlwHTY","['tenaga', 'ahli', 'utama', 'wandy', 'tuturoong', 'kantor', 'staf', 'presiden', 'awal', 'bangun', 'ikn', 'hakhak', 'masyarakat', 'adat', 'lindung']",1
Twitter for Android,"Pemerintah melalui KSP memastikan hak masyarakat adat di sekitar area IKN Nusantara akan dilindungi pemerintah. Karenanya beberapa waktu lalu tim telah membangun komunikasi dengan warga setempat.

KSP Moeldoko https://t.co/ajVShNZ2Ih","['perintah', 'hak', 'masyarakat', 'adat', 'area', 'ikn', 'nusantara', 'lindung', 'perintah', 'tim', 'bangun', 'komunikasi', 'warga', 'moeldoko']",1
Twitter Web App,"#UUIKNMendzalimiRakyat 

Hanya pemimpin pemimpin yang adil yang terlahir dari sistem yang berasal dari Allah. IKN Proyek Oligarki https://t.co/NSezZbjMTb https://t.co/0mrG2WhtSK","['pimpin', 'pimpin', 'adil', 'lahir', 'sistem', 'asal', 'allah', 'ikn', 'proyek', 'oligarki']",-1
Twitter for Android,Pengesahan RUU IKN bukti Demokrasi hanya Omong Kosong! https://t.co/NPcCARc8LO,"['kesah', 'ruu', 'ikn', 'bukti', 'demokrasi', 'omong', 'kosong']",-1
Twitter for Android,"Nah kan mulai jelas arahnya dan kepentingan siapa
Trus Rakyat dpet apa? 
#RezimSarangKKN
#RezimSarangKKN
China Mau Ikut Bangun IKN di Kaltim, Kepala Bappenas: Silakan, Ini Terbuka Bagi Siapa Saja
https://t.co/V75I74xcgD","['arah', 'penting', 'rakyat', 'dpet', 'china', 'bangun', 'ikn', 'kaltim', 'kepala', 'bappenas', 'buka']",-1
Twitter for Android,"Dari satu hal ini saja sudah bisa dilihat kalau IKN ini proyek orang kebelet. 
Sayangnya banyak yg memilih jadi tolol dan micek. https://t.co/H7j00UKPxm","['ikn', 'proyek', 'kebelet', 'sayang', 'pilih', 'tolol', 'micek']",-1
Twitter for Android,Sesungguhnya kebangkitan PKI itu nyata. Mengaburkan kebenaran sejarah bangsa. Hasrat memindahkan IKN bagai mencabut akar sejarah Indonesia. Seolah PKI berperan penting dlm berdirinya NKRI dan menafikan Ulama yg justru muara kebangkitan martabat bangsa anti penjajah kafir. https://t.co/3NAs3c9gGp,"['sungguh', 'bangkit', 'pki', 'abur', 'benar', 'sejarah', 'bangsa', 'hasrat', 'pindah', 'ikn', 'cabut', 'akar', 'sejarah', 'indonesia', 'pki', 'peran', 'diri', 'nkri', 'nafi', 'ulama', 'muara', 'bangkit', 'martabat', 'bangsa', 'anti', 'jajah', 'kafir']",-1
Twitter for Android,"Untuk indahnya nusantara, kami titipkan pulau ini menjadi IKN Indonesia, rawat dan peliharalah 
Salam damai dr pulau jawa
@NyaiiBubu @Lady_Zeebo @RD_4WR1212 @P3nj3l4j4h_id @BungkusTukang @NainggolanGrup7 @Pencerah__ @Anaksenja__id @PakkatDayak @KakekHalal https://t.co/2hdSTDUMXF","['indah', 'nusantara', 'titip', 'pulau', 'ikn', 'indonesia', 'rawat', 'pelihara', 'damai', 'pulau', 'jawa']",1
Twitter for Android,"Bukan karna kucing mengeong
Bukan karna jin buang anak

Melainkan karena

Edy Mulyadi keras menentang UU IKN

Edy Mulyadi orang baik","['kucing', 'keong', 'buang', 'anak', 'edy', 'mulyadi', 'keras', 'tentang', 'uu', 'ikn', 'edy', 'mulyadi']",-1
Twitter Web App,"Saat liputan IKN, kami dapat dokumen presentasi internal beberapa Kementrian. Lihat posisi pemerintah makin defensif, musykil presentasi ini dilempar ke publik. Untuk tambah dinamika diskusi urgensi IKN, presentasi ini bisa kita kaji sama-sama. 

Link: https://t.co/KBBFXjjDDF https://t.co/nXPFnM8tfP","['liput', 'ikn', 'dokumen', 'presentasi', 'internal', 'tri', 'posisi', 'perintah', 'defensif', 'musykil', 'presentasi', 'lempar', 'publik', 'dinamika', 'diskusi', 'urgensi', 'ikn', 'presentasi', 'kaji', 'samasama', 'link']",-1
Twitter for Android,Pindah ibu kota hanya menambah beban negara. menambah beban rakyat yang sudah susah. mau dibilang hebat tapi nggak mikir. nggak ngaca kalau nggak punya kemampuan.😔,"['pindah', 'kota', 'tambah', 'beban', 'negara', 'tambah', 'beban', 'rakyat', 'susah', 'bilang', 'hebat', 'mikir', 'kaca', 'mampu']",-1
Twitter for Android,"Eng ing eng entah disengaja atau tidak, seperti buah simalakama IKN gagal tapi kasus lain bisa aman, entahlah https://t.co/L4pGyLHudR","['sengaja', 'buah', 'simalakama', 'ikn', 'gagal', 'aman']",-1
Twitter for iPhone,Menteri PPN/Kepala Bappenas @Suharso_M bersama Menteri @KemenPU Basuki Hadimuljono dan Wakil Menteri Keuangan @KemenkeuRI Suahasil Nazara mendampingi Ketua MPR RI Bambang Soesatyo beserta sejumlah Wakil Ketua MPR RI meninjau titik penting lokasi pembangunan Ibu Kota Negara (IKN). https://t.co/Ddw7FoFyyf,"['menteri', 'ppnkepala', 'bappenas', 'menteri', 'basuki', 'hadimuljono', 'wakil', 'menteri', 'uang', 'suahasil', 'nazara', 'damping', 'ketua', 'mpr', 'ri', 'bambang', 'soesatyo', 'serta', 'wakil', 'ketua', 'mpr', 'ri', 'tinjau', 'titik', 'lokasi', 'bangun', 'kota', 'negara', 'ikn']",1
Twitter Web App,"Terdapat lebih dari 120 konsesi tambang batubara di antara lahan ibukota baru. Dari jumlah itu, 48 konsesi merupakan pemegang IUP dan 72 konsesi pemegang WIUP. Total luas dari seluruh konsesi tambang itu berkisar 68,5 - 73,5 ribu hektar.

https://t.co/XGJpUYyCGG","['konsesi', 'tambang', 'batubara', 'lahan', 'ibukota', 'konsesi', 'pegang', 'iup', 'konsesi', 'pegang', 'wiup', 'total', 'luas', 'konsesi', 'tambang', 'kisar', 'ribu', 'hektar']",-1
Echobox,"Ekonom Faisal Basri mengkritik proyek ibu kota baru, singgung ada pembisik Jokowi. Siapakah dia?  https://t.co/gOzsVNuDSL","['ekonom', 'faisal', 'basri', 'kritik', 'proyek', 'kota', 'singgung', 'bisik', 'jokowi']",-1
Twitter for Android,"PassolleIdeologis (@Passolle1453) menge-Tweet: Kenapa pennguasa berambisi banget pindahkan IKN?

Pdhal rakyat masih didera kesusahan akibat pandemi.
Utang negara makin numpuk.
Kemiskinan makin bertambah.
Pengangguran makin","['passolleideologis', 'mengetweet', 'pennguasa', 'ambisi', 'banget', 'pindah', 'ikn', 'rakyat', 'dera', 'susah', 'akibat', 'pandemi', 'utang', 'negara', 'numpuk', 'miskin', 'tambah', 'anggur']",-1
dlvr.it,Bangun Transportasi Cerdas! Pemerintah Butuh Rp500 Miliar Untuk IKN Nusantara: Pemerintah membutuhkan dana sekitar Rp500 miliar untuk membangun sistem transportasi di Ibu Kota Negara (IKN) yang baru. https://t.co/1SQJqWk6ZO #News #budikaryasumadi #MenteriPerhubungan,"['bangun', 'transportasi', 'cerdas', 'perintah', 'butuh', 'rp', 'miliar', 'ikn', 'nusantara', 'perintah', 'butuh', 'dana', 'rp', 'miliar', 'bangun', 'sistem', 'transportasi', 'kota', 'negara', 'ikn']",1
Echobox,Pengembangan kawasan Bumi Serpong Damai (BSD) dijadikan rujukan dalam pengembangan Ibu Kota Negara (IKN) Nusantara di Kalimantan Timur.  https://t.co/STdEQsR1z6,"['kembang', 'kawasan', 'bumi', 'serpong', 'damai', 'bsd', 'jadi', 'rujuk', 'kembang', 'kota', 'negara', 'ikn', 'nusantara', 'kalimantan', 'timur']",1
Twitter for Android,"Ibu kota negara masuk gorong-gorong bekas galian tambang gt ya... Hebat juga kajian akademiknya
#RezimSarangKKN https://t.co/FITqHlwwrL","['kota', 'negara', 'goronggorong', 'bekas', 'gali', 'tambang', 'hebat', 'kaji', 'akademik']",-1
dlvr.it,"Bangun Transportasi Cerdas di IKN Baru, Kemenhub Butuh Rp582 Miliar https://t.co/dMfi4JbxSq","['bangun', 'transportasi', 'cerdas', 'ikn', 'kemenhub', 'butuh', 'rp', 'miliar']",1
Twitter for iPhone,"Menikmati malam di Jakarta yg sebentar lagi akan jd mantan Ibu Kota… 
Semoga kelak IKN yang baru seperti ini.

Buat Lae @Nicho_Silalahi, tadinya kita mau ajak ngopi sambil bincang bincang tentang apa sajalah.. tapi katanya saat ini dia otewe ke Lampung..😊
Smga slmt sampe tujuan https://t.co/uoxX1zBzwY","['nikmat', 'malam', 'jakarta', 'sebentar', 'mantan', 'kota', 'moga', 'kelak', 'ikn', 'lae', 'ajak', 'ngopi', 'bincang', 'bincang', 'otewe', 'lampung', 'moga', 'selamat', 'tuju']",1
Twitter for Android,"Kritik Soal Pemindahan IKN, Pernyataan Anggota Dewan Pers Terpilih Ini Dapat Banyak Dukungan 
#IKNProyekOligarki #IKNBaruBukanSolusi #IKN #IKNNusantara #IKNRugikanRakyat #IKNIndonesiaMaju #dewanpers
https://t.co/QqWpMYic2y","['kritik', 'pindah', 'ikn', 'nyata', 'anggota', 'dewan', 'pers', 'pilih', 'dukung']",-1
Twitter for Android,Sesekali mbok yo Jokowi yg dihadirkan untuk debat soal IKN dgn para penentangnya. Biar bisa lihat mana yg ada isi kepalanya. Paling tidak rakyat jadi tahu maunya Jokowi itu seperti apa dan kenapa maksa IKN harus segera.,"['jokowi', 'hadir', 'debat', 'ikn', 'tentang', 'isi', 'kepala', 'rakyat', 'mau', 'jokowi', 'maksa', 'ikn']",-1
Twitter for Android,"...
...
10. Kesalahan alokasi anggaran Pembangunan IKN dengan opsi menggunakan dana COVID 19.

🤗😎🤗

#RezimBudakOligarki 
#RezimSarangKKN https://t.co/aBNs3LyNXU","['salah', 'alokasi', 'anggar', 'bangun', 'ikn', 'opsi', 'dana', 'covid']",-1
Twitter Web App,Inilah Lima alasan masyarakat mendukung kepindahan Ibu Kota Negara #BersatuNusantaraJaya https://t.co/Et9vnd7UIZ,"['alas', 'masyarakat', 'dukung', 'pindah', 'kota', 'negara']",1
ivoox id,Pembangunan IKN Dinilai Intensifkan Pendekatan Adat-Budaya https://t.co/al84bMvUbq,"['bangun', 'ikn', 'nilai', 'intensif', 'dekat', 'adatbudaya']",1
Twitter for Android,"Tak Setuju IKN Pindah ke Kalimantan, Pakar Hukum Tata Negara: Mencabut Dasar Fundamental.
#AyoTolakUUIKN 
#AyoTolakUUIKN

https://t.co/7tOyy0GL83","['tuju', 'ikn', 'pindah', 'kalimantan', 'pakar', 'hukum', 'tata', 'negara', 'cabut', 'dasar', 'fundamental']",-1
Twitter for Android,"Mimpi bangun IKN??
Minyak goreng aja tak terkendalikannya😀 https://t.co/nxIsGsUzXn","['mimpi', 'bangun', 'ikn', 'minyak', 'goreng', 'kendali']",-1
Twitter for Android,Menteri PPN juga mengunjungi infrastruktur di kawasan IKN https://t.co/3ZppNknZAb,"['menteri', 'ppn', 'unjung', 'infrastruktur', 'kawasan', 'ikn']",1
Twitter Web App,"Jika argumen menolak pindah IKN mencerdaskan, kita akan menikmati &amp; bisa jadi diam menyaksikan otak2 cerdas beradu pikiran

Tapi karena penuh hoaks, hasutan &amp; kebencian, ya kita tak boleh lagi diam. Karena akan merusak masa depan negara kita.

Soal hoaks sumber listrik IKN misal.","['argumen', 'tolak', 'pindah', 'ikn', 'cerdas', 'nikmat', 'diam', 'saksi', 'otak', 'cerdas', 'adu', 'pikir', 'penuh', 'hoaks', 'hasut', 'benci', 'diam', 'rusak', 'negara', 'hoaks', 'sumber', 'listrik', 'ikn']",1
Echobox,"Indonesia semakin dekat untuk mewujudkan pemindahan ibu kota negara (IKN). Jejak maju itu ditandai oleh dukungan politik Dewan Perwakilan Rakyat (DPR), yang telah menyetujui Rancangan Undang-Undang IKN menjadi undang-undang (UU). https://t.co/lCwbewPQvs","['indonesia', 'wujud', 'pindah', 'kota', 'negara', 'ikn', 'jejak', 'maju', 'tanda', 'dukung', 'politik', 'dewan', 'wakil', 'rakyat', 'dpr', 'tuju', 'rancang', 'undangundang', 'ikn', 'undangundang', 'uu']",1
Twitter for iPhone,"…masalah IKN sudah ke urusan perut, kepentingan sendiri sendiri bahasan lingkungan, keseimbangan alam, diabaikan…?😇 #persatuan","['ikn', 'urus', 'perut', 'penting', 'bahas', 'lingkung', 'imbang', 'alam', 'abai']",-1
Twitter for Android,"""UU IKN bertentangan dengan UUD 1945""

~Om yamin","['uu', 'ikn', 'tentang', 'uud', 'yamin']",-1
Twitter for Android,"Masyarakat sedang galau,bimbang &amp; resah,kasus rasis,Hoax,ujaran kebencian&amp;Sara masif gentayangan setiap waktu.
Dan gak tau harus mengadu kemana? Pemerintah sibuk urus IKN,tentara sedang berkabung,Polri sibuk ngitungin celengan hasil jual materai,DPR molor,
Fakta yg membagongkan!","['masyarakat', 'galaubimbang', 'resahkasus', 'rasishoaxujaran', 'kebencianampsara', 'masif', 'gentayang', 'adu', 'mana', 'perintah', 'sibuk', 'urus', 'ikntentara', 'berkabungpolri', 'sibuk', 'ngitungin', 'celengan', 'hasil', 'jual', 'materaidpr', 'molor', 'fakta', 'bagong']",-1
Twitter for Android,"Uji Materi UU IKN ke MK adalah Hak Konstitusional, Harus Dihormati

Karena UU IKN ini sdh disahkan, maka langkah paling tepat menyalurkan aspirasi penolakan adl melalui pengajuan uji materi ke MK. Ini adalah hak konstitusional warga negara yang harus dihormati. 

Bersambung ... https://t.co/6dEJUKwYJq","['uji', 'materi', 'uu', 'ikn', 'hak', 'konstitusional', 'hormat', 'uu', 'ikn', 'sah', 'langkah', 'salur', 'aspirasi', 'tolak', 'aju', 'uji', 'materi', 'hak', 'konstitusional', 'warga', 'negara', 'hormat', 'sambung']",-1
Twitter for Android,"Pemerintah Disebut Tak Tanyai Masyarakat Soal IKN, Cak Nun: Perasaanmu Mindah Ibu Kota Kayak Pindah Kos?
#AyoTolakUUIKN 

https://t.co/gDvRNGZc9a","['perintah', 'tanya', 'masyarakat', 'ikn', 'cak', 'nun', 'asa', 'mindah', 'kota', 'pindah', 'kos']",-1
Twitter Web App,"Maling negara kelas kakap bebas berkuasa, sibuk bikin proyek bisnis rusak-rusakan (IKN, KCIC, pengerukan SDA ugal-ugalan, dll).

Maling negara kelas teri dikasih diskon di muka hukum.

Rakyat miskin, masy adat, aktivis penjaga ruang hidup paling sering dipenjarakan penguasa. https://t.co/LZFSsWZTdv","['maling', 'negara', 'kelas', 'kakap', 'bebas', 'kuasa', 'sibuk', 'proyek', 'bisnis', 'rusakrusakan', 'ikn', 'kcic', 'eru', 'sda', 'ugalugalan', 'maling', 'negara', 'kelas', 'teri', 'kasih', 'diskon', 'muka', 'hukum', 'rakyat', 'miskin', 'masy', 'adat', 'aktivis', 'jaga', 'ruang', 'hidup', 'penjara', 'kuasa']",-1
Twitter for Android,Ketua MPR Bambang Soesatyo: Semua Elemen Bangsa Wajib Dukung Ibu Kota Negara yang Baru https://t.co/3ehqt4Rljp,"['ketua', 'mpr', 'bambang', 'soesatyo', 'elemen', 'bangsa', 'wajib', 'dukung', 'kota', 'negara']",1
Twitter for Android,"*Ada Tambang Besar di Lokasi IKN Baru, Sudjiwo Tedjo Keluarkan Sindirian Menohok: _Tak Mungkin Sampai Tak Tahu_ -* Galamedia News - https://t.co/oOHdvkeTfu
*_Yang jelas ini permainan Oligarki, jadi dari dan untuk Oligarki, mereka datang menginvasi Kalimatan .","['tambang', 'lokasi', 'ikn', 'sudjiwo', 'tedjo', 'keluar', 'sindirian', 'tohok', 'galamedia', 'news', 'main', 'oligarki', 'oligarki', 'invasi', 'kalimat']",-1
Twitter for iPhone,"""Ada atau tidak negara yang pindah ibu kota dalam waktu 1-2 tahun atau di bawah 5 tahun? Kita pindah rumah saja perlu setahun lebih, 10 tahun juga belum tentu bisa,"" 

Pengamat Kritisi UU IKN yang Terlahir Kilat dan Target Pindah Ibu Kota dalam 2 Tahun https://t.co/M3l6ads2r8","['negara', 'pindah', 'kota', 'pindah', 'rumah', 'tahun', 'amat', 'kritisi', 'uu', 'ikn', 'lahir', 'kilat', 'target', 'pindah', 'kota']",-1
Twitter Web App,"Menteri Suharso Tak Tahu Konsesi Tambang di Lahan IKN, Pengamat: Bukti Studi Kelayakan Tak Berjalan, Cuma Asal ""Yes Man""
https://t.co/IpUPrUzyTC","['menteri', 'suharso', 'konsesi', 'tambang', 'lahan', 'ikn', 'amat', 'bukti', 'studi', 'layak', 'jalan']",-1
dlvr.it,Menteri Keuangan pelajari usulan pembangunan IKN https://t.co/Vm5JFIKxEd,"['menteri', 'uang', 'ajar', 'usul', 'bangun', 'ikn']",1
TweetDeck,"Kamu khawatir ga, kalau negara merancang undang2 tanpa sepengetahuanmu? 

Misal Omnibuslaw, UU KPK, UU IKN, dll

Dengan berlangganan @hariankompas, kamu telah berperan mendukung fungsi jurnalisme untuk mengawasi jalannya pemerintahan.

Sila Berlangganan : https://t.co/jAvF8dFrF6 https://t.co/VCix4mIhII","['khawatir', 'negara', 'rancang', 'undang', 'tahu', 'omnibuslaw', 'uu', 'kpk', 'uu', 'ikn', 'langgan', 'peran', 'dukung', 'fungsi', 'jurnalisme', 'awas', 'jalan', 'perintah', 'sila', 'langgan']",-1
Twitter Web App,yg dukung ikn ga keren https://t.co/Nw4G3HGkVv,"['dukung', 'ikn', 'keren']",-1
Twitter for Android,Itu sih namanya mau membangun Kerajaan‼️ Bukan Membangun IKN Baru... Goblock‼️ https://t.co/KJWcm90AwZ,"['nama', 'bangun', 'raja', 'bangun', 'ikn', 'goblock']",-1
dlvr.it,"MARAKNYA spekulan tanah akibat pemerintah tergesa-gesa menetapkan pemindahan ibu kota negara (IKN). Tak hanya tanah milik individu dan swasta, mereka juga mencaplok lahan masyarakat adat di sana. 

  https://t.co/qPq80RyAyZ #KoranTempo","['marak', 'spekulan', 'tanah', 'akibat', 'perintah', 'tergesagesa', 'tetap', 'pindah', 'kota', 'negara', 'ikn', 'tanah', 'milik', 'individu', 'swasta', 'caplok', 'lahan', 'masyarakat', 'adat']",-1
Twitter for Android,"...Sebab itu maka wanita yang saleh,ialah yang taat kepada Allah lagi memelihara diri ketika suaminya tidak ada,(AN NISAA':34)   Tolak UU IKN   .🏳️🏴🏳️.","['wanita', 'salehialah', 'taat', 'allah', 'pelihara', 'suami', 'ada', 'nisaa', 'tolak', 'uu', 'ikn']",-1
Twitter for Android,"Kementerian PUPR menegaskan sampai hari ini belum ada anggaran untuk pembangunan ibu kota negara (IKN) baru.

Emang Dikira bangun IKN sama kaya bangun Panti Asuhan Bisa open Donasi 😁

https://t.co/kcFwzywZsl","['menteri', 'pupr', 'anggar', 'bangun', 'kota', 'negara', 'ikn', 'bangun', 'ikn', 'bangun', 'panti', 'asuh', 'open', 'donasi']",-1
Twitter for Android,"""Bila kamu tak tahan penatnya belajar, maka kamu akan menanggung perihnya kebodohan."" (Imam Asy-Syafi'i)   Tolak UU IKN   .☝️☝️. #JAP2L","['tahan', 'penat', 'ajar', 'tanggung', 'perih', 'bodoh', 'imam', 'asysyafii', 'tolak', 'uu', 'ikn']",-1
Twitter for iPhone,"Nasib dana pemulihan Covid-19: bansosnya dikorupsi, dana PEN dikorupsi, sisanya untuk IKN.  https://t.co/SgAkiAxU1E","['nasib', 'dana', 'pulih', 'covid', 'bansosnya', 'korupsi', 'dana', 'pengin', 'korupsi', 'sisa', 'ikn']",-1
Twitter for Android,"PROYEK INFRASTRUKTUR YANG MEMBEBANI RAKYAT

Mari segenap rakyat Indonesia, dan seluruh tumpah darah Indonesia, bersama-sama menolak proyek IKN. Sudah cukup proyek infrastruktur yang membebani rakyat, jangan tambah beban lagi. 
 
Ahmad Khozinudin, SH. 
Ketua Koalisi Persauda https://t.co/ODPrXOkNq3","['proyek', 'infrastruktur', 'beban', 'rakyat', 'mari', 'segenap', 'rakyat', 'indonesia', 'tumpah', 'darah', 'indonesia', 'bersamasama', 'tolak', 'proyek', 'ikn', 'proyek', 'infrastruktur', 'beban', 'rakyat', 'beban', 'ahmad', 'khozinudin', 'ketua', 'koalisi', 'persauda']",-1
Twitter for Android,"Apakah tujuan pindahnya IKN agar para Pemegang Kekuasaan Negara bisa berada dalam jangkauan ""CCTV"" Oligarki, karena mereka berada dalam satu atap &amp; jauh dari kebisingan Suara² Kritis?

#INA_LahanBasahPDIP
#INA_LahanBasahPDIP https://t.co/MQxNhG2qvK","['tuju', 'pindah', 'ikn', 'pegang', 'kuasa', 'negara', 'jangkau', 'cctv', 'oligarki', 'atap', 'bising', 'suara', 'kritis', 'lahanbasahpdip', 'lahanbasahpdip']",-1
Twitter for Android,"Menurut @Helmi_Felis, masyarakat Dayak yang mendukung pembangunan IKN sama saja mendukung perusakan terhadap alam di Kalimantan.

Ini sih ngawur dan tidak melihat pembangunan IKN secara objektif.

Oya, ini ada masyarakat yang dukung pembangunan IKN. Silahkan periksa, BERANI? https://t.co/bAazqmsKQ1 https://t.co/ggNJnAB7mj","['masyarakat', 'dayak', 'dukung', 'bangun', 'ikn', 'dukung', 'rusa', 'alam', 'kalimantan', 'ngawur', 'bangun', 'ikn', 'objektif', 'oya', 'masyarakat', 'dukung', 'bangun', 'ikn', 'periksa', 'berani']",-1
Twitter for Android,"Ada apa dengan IKN  , Kejanggalan Proyek Ibu Kota Baru RI Versi Faisal Basri . https://t.co/tz41WiyhXR","['ikn', 'janggal', 'proyek', 'kota', 'ri', 'versi', 'faisal', 'basri']",-1
Twitter Web App,"""Dan apa saja yg kamu sedekahkan, maka Allah akan menggantinya.."" (QS Sabaa':39) Yuk awali aktifitas dgn    Tolak UU IKN","['sedekah', 'allah', 'ganti', 'qs', 'sabaa', 'awal', 'aktifitas', 'tolak', 'uu', 'ikn']",-1
Twitter Web App,"… ""Ya Tuhanku, lapangkanlah untukku dadaku, dan mudahkanlah untukku urusanku."" (QS. Thaahaa:25-26)   Tolak UU IKN   .🏴☝️🏳️. #n7oH8","['tuhan', 'lapang', 'untuk', 'dada', 'mudah', 'untuk', 'urus', 'qs', 'thaahaa', 'tolak', 'uu', 'ikn']",-1
Twitter for Android,"Negara yg kuat ,apa  bila warga Ibu kota negara nya kuat , bermartabat dlm berbudaya jg menjaga budaya dan adat istiadat ...warga Kalimantan sdh membuktikan..khusus nya Kaltim. BRAVO Kalimantan,sgt tepat IKN di Kaltim.dlm menuju Indonesia maju..","['negara', 'kuat', 'warga', 'kota', 'negara', 'kuat', 'martabat', 'budaya', 'jaga', 'budaya', 'adat', 'istiadat', 'warga', 'kalimantan', 'membuktikankhusus', 'kaltim', 'bravo', 'kalimantansgt', 'ikn', 'kaltimdlm', 'indonesia', 'maju']",1
Twitter Web App,"Ini alasan masyarakat mendukung kepindahan IKN
--------------------------
Bersatu Nusantara Jaya https://t.co/pYK2TIQkYc","['alas', 'masyarakat', 'dukung', 'pindah', 'ikn', 'satu', 'nusantara', 'jaya']",1
Twitter for Android,"Hai #SobatSetneg, pemindahan Ibu Kota Negara telah digagas oleh beberapa Presiden Republik Indonesia. Pada Pidato dalam rangka HUT ke-74 RI Tahun 2019, Presiden @jokowi meminta izin untuk memindahkan Ibu Kota Negara ke Kalimantan Timur. 

#IbuKotaNegara
#InfografikSetneg https://t.co/ibMIL2OW0y","['pindah', 'kota', 'negara', 'gagas', 'presiden', 'republik', 'indonesia', 'pidato', 'rangka', 'hut', 'ri', 'presiden', 'izin', 'pindah', 'kota', 'negara', 'kalimantan', 'timur']",1
Twitter for Android,"*Menteri Suharso: IKN Berikan Peluang Investasi Bagi Investor Swasta Nasional dan Internasional 
.
https://t.co/9g0AkQA37U","['menteri', 'suharso', 'ikn', 'peluang', 'investasi', 'investor', 'swasta', 'nasional', 'internasional']",1
Twitter Web App,"Canggih!!! IKN negara Nusantara tersambung tol bawah laut
--------------------------
Bersatu Nusantara Jaya https://t.co/38B94ECUct","['canggih', 'ikn', 'negara', 'nusantara', 'sambung', 'tol', 'laut', 'satu', 'nusantara', 'jaya']",1
Twitter for Android,"Cerita IKN ini pun menguak kebusukan rezim terdahulu dengan aksi drama pendukung rezim yang lalu,hehe.... https://t.co/rqFKRHryXG","['cerita', 'ikn', 'uak', 'busuk', 'rezim', 'aksi', 'drama', 'dukung', 'rezim', 'laluhehe']",-1
